year	country	gov_right1	gov_cent1	gov_left1	gov_party	elect	vturn	womenpar	realgdpgr	inflation	debt_hist	deficit	ttl_labf	labfopar	unemp	pop	pop15_64	pop65	elderly
1995	Italy	3.20	0.67	0.00	1		86.1	15.1	2.96	5.24	121.06	-7.24	22870.59	58.63	11.20	56744.59	39005.89	9485.49	16.72
1996	Italy	0.00	23.84	29.79	3	21/04/1996	82.9	11.1	1.00	4.01	127.15	-6.65	22972.98	59.10	11.20	56826.45	38874.53	9701.13	17.07
1997	Italy	0.00	36.36	50.00	3		82.9	11.1	1.97	2.04	128.56	-3.01	23101.03	59.59	11.20	56941.04	38769.07	9886.76	17.36
1998	Italy	0.00	37.80	49.67	3		82.9	11.1	1.46	1.96	130.74	-3.02	23362.78	60.43	11.30	57040.37	38658.91	10056.78	17.63
1999	Italy	0.00	44.11	48.46	3		82.9	11.1	1.51	1.66	123.88	-1.81	23533.03	61.07	10.90	57078.00	38533.35	10225.07	17.91
2000	Italy	0.00	27.12	57.94	4		82.9	11.1	3.97	2.54	118.83	-1.32	23720.00	61.76	10.00	57189.00	38405.02	10403.85	18.19
2001	Italy	40.24	15.91	24.51	2	13/05/2001	81.2	9.8	1.58	2.79	118.19	-3.39	23901.00	62.43	9.00	57348.00	38285.62	10576.07	18.44
2002	Italy	72.00	8.00	0.00	1		81.2	9.8	0.25	2.47	117.01	-3.07	24085.00	62.97	8.50	57474.00	38250.65	10777.99	18.75
2003	Italy	72.00	8.00	0.00	1		81.2	11.5	0.24	2.67	114.26	-3.41	24230.00	63.07	8.40	57478.00	38420.51	11014.90	19.16
2004	Italy	76.00	8.00	0.00	1		81.2	11.5	1.37	2.21	116.30	-3.57	24306.82	63.54	8.00	57297.46	38256.21	10876.73	18.98
2005	Italy	78.39	7.20	0.00	1		81.2	11.5	1.15	1.99	118.92	-4.17	24284.29	63.29	7.70	57715.93	38370.99	11134.77	19.29
2006	Italy	29.15	5.03	53.44	3	09/04/2006	83.6	17.3	2.10	2.09	116.25	-3.58	24411.88	63.61	6.80	57984.18	38376.83	11365.27	19.60
2007	Italy	0.00	3.70	85.19	4		83.6	17.3	1.33	1.83	111.72	-1.53	24375.32	63.39	6.10	58271.89	38451.86	11546.22	19.81
2008	Italy	62.07	4.25	29.79	2	13/04/2008	80.5	21.3	-1.07	3.35	114.55	-2.69	24754.66	63.94	6.70	58739.68	38713.06	11702.14	19.92
2009	Italy	98.42	1.58	0.00	1		80.5	21.3	-5.51	0.77	127.40	-5.27	24605.27	63.23	7.70	59140.09	38911.78	11844.44	20.03
2010	Italy	100.00	0.00	0.00	1		80.5	21.3	1.65	1.53	126.15	-4.25	24582.57	62.99	8.40	59419.65	39028.26	11967.53	20.14
2011	Italy	87.95	0.00	0.00	1		80.5	21.6	0.72	2.78	119.56	-3.48	24659.54	63.04	8.40	59659.69	39114.67	12106.39	20.29
2012	Italy	0.00	0.00	0.00			80.5	21.4	-2.86	3.04	138.35	-2.95	25256.99	64.58	10.70	59898.03	39107.69	12349.58	20.62
2013	Italy	21.84	5.95	30.88	3	24/02/2013	75.2	31.4	-1.75	1.22	145.48	-2.93	25259.20	64.48	12.10	60224.73	39171.55	12596.30	20.92
2014	Italy	7.03	23.82	62.12	4		75.2	31.4	-0.27	0.24	159.14	-3.03	25514.92	65.15	12.70	60447.91	39161.07	12848.03	21.25
1960	Japan	100.00	0.00	0.00	1	20/11/1960	73.5	1.5		3.57	6.81	-1.02	48425.40	80.71	1.70	93419.00	60002.00	5350.00	5.73
1961	Japan	100.00	0.00	0.00	1		73.5	1.5	11.85	5.37	5.19	-0.11	48960.40	80.64	1.40	94285.00	60715.00	5503.00	5.84
1962	Japan	100.00	0.00	0.00	1		73.5	1.5	8.60	6.84	4.85	-0.95	49544.03	79.58	1.30	95178.00	62261.00	5642.00	5.93
1963	Japan	100.00	0.00	0.00	1	21/11/1963	71.1	1.5	8.79	6.71	3.83	-1.40	49968.10	78.19	1.30	96156.00	63903.00	5836.00	6.07
1964	Japan	100.00	0.00	0.00	1		71.1	1.5	11.19	3.80	3.74	-1.45	50523.42	77.04	1.10	97186.00	65580.00	6016.00	6.19
1965	Japan	100.00	0.00	0.00	1		71.1	1.5	5.67	6.66	4.42	-1.77	51386.74	76.78	1.20	98275.00	66928.00	6181.00	6.29
1966	Japan	100.00	0.00	0.00	1		71.1	1.5	10.25	5.04	5.70	-2.26	52491.04	77.06	1.30	99054.00	68112.00	6420.00	6.48
1967	Japan	100.00	0.00	0.00	1	29/01/1967	74.0	1.4	11.08	3.99	6.98	-1.04	53502.29	77.36	1.30	100243.00	69161.00	6666.00	6.65
1968	Japan	100.00	0.00	0.00	1		74.0	1.4	11.91	5.34	7.40	-0.89	54341.79	77.54	1.20	101408.00	70086.00	6899.00	6.80
1969	Japan	100.00	0.00	0.00	1	27/12/1969	68.5	1.6	11.95	5.25	10.21	-0.59	54702.02	77.11	1.10	102648.00	70938.00	7109.00	6.93
1970	Japan	100.00	0.00	0.00	1		68.5	1.6	10.28	6.97	10.78	-0.18	55288.09	77.25	1.10	103720.00	71566.00	7331.00	7.07
1971	Japan	100.00	0.00	0.00	1		68.5	1.6	4.39	6.35	12.08	-0.69	55730.54	77.06	1.20	105014.00	72321.00	7524.00	7.16
1972	Japan	100.00	0.00	0.00	1	10/12/1972	71.7	1.4	8.41	4.84	16.06	-1.82	56124.79	76.38	1.40	107332.00	73483.00	7879.00	7.34
1973	Japan	100.00	0.00	0.00	1		71.7	1.4	8.03	11.62	15.60	-1.38	57340.33	77.38	1.30	108710.00	74104.00	8160.00	7.51
1974	Japan	100.00	0.00	0.00	1		71.7	1.4	-1.23	23.18	12.20	-1.47	57154.02	76.47	1.40	110049.00	74742.00	8457.00	7.68
1975	Japan	100.00	0.00	0.00	1		71.7	1.4	3.09	11.78	19.43	-4.44	57288.32	75.54	1.90	111940.00	75839.00	8869.00	7.92
1976	Japan	100.00	0.00	0.00	1	05/12/1976	73.4	1.2	3.98	9.39	26.08	-5.08	57814.05	75.68	2.00	113089.00	76395.00	9201.00	8.14
1977	Japan	100.00	0.00	0.00	1		73.4	1.2	4.39	8.14	31.28	-4.95	58509.19	76.04	2.00	114154.00	76944.00	9561.00	8.38
1978	Japan	100.00	0.00	0.00	1		73.4	1.2	5.27	4.21	39.60	-6.02	59197.73	76.34	2.20	115174.00	77545.00	9921.00	8.61
1979	Japan	100.00	0.00	0.00	1	07/10/1979	68.0	2.2	5.48	3.69	44.01	-5.07	59751.74	76.45	2.10	116133.00	78161.00	10309.00	8.88
1980	Japan	100.00	0.00	0.00	1	22/06/1980	74.6	1.8	2.82	7.81	48.16	-4.51	60110.49	76.20	2.00	117060.00	78884.00	10653.00	9.10
1981	Japan	100.00	0.00	0.00	1		74.6	1.8	4.18	4.91	53.98	-3.89	60687.77	76.56	2.20	117884.00	79272.00	11009.00	9.34
1982	Japan	100.00	0.00	0.00	1		74.6	1.8	3.38	2.72	60.03	-3.83	61306.62	76.55	2.40	118693.00	80089.00	11350.00	9.56
1983	Japan	100.00	0.00	0.00	1	18/12/1983	67.9	1.6	3.06	1.87	66.34	-3.97	62359.91	77.08	2.60	119483.00	80904.00	11672.00	9.77
1984	Japan	100.00	0.00	0.00	1		67.9	1.6	4.46	2.29	68.48	-2.57	62616.06	76.57	2.70	120235.00	81776.00	11956.00	9.94
1985	Japan	100.00	0.00	0.00	1		67.9	1.6	6.33	2.04	70.87	-1.26	62902.63	76.21	2.60	121049.00	82535.00	12472.00	10.30
1986	Japan	100.00	0.00	0.00	1	06/07/1986	71.4	1.4	2.83	0.60	76.69	-1.25	63319.52	75.95	2.80	121672.00	83368.00	12870.00	10.58
1987	Japan	100.00	0.00	0.00	1		71.4	1.4	4.11	0.14	78.46	-0.23	63627.06	75.57	2.80	122264.00	84189.00	13322.00	10.90
1988	Japan	100.00	0.00	0.00	1		71.4	1.4	7.15	0.66	74.33	0.65	64168.19	75.48	2.50	122783.00	85013.00	13785.00	11.23
1989	Japan	100.00	0.00	0.00	1		71.4	1.4	5.37	2.28	68.08	1.38	64956.76	75.76	2.30	123255.00	85745.00	14309.00	11.61
1990	Japan	100.00	0.00	0.00	1	18/02/1990	73.3	2.3	5.57	3.03	65.26	2.15	65938.73	76.55	2.10	123611.00	86140.00	14928.00	12.08
1991	Japan	100.00	0.00	0.00	1		73.3	2.3	3.32	3.30	64.57	1.88	67274.08	77.72	2.10	124043.00	86557.00	15582.00	12.56
1992	Japan	100.00	0.00	0.00	1		73.3	2.3	0.82	1.71	69.04	0.69	68077.84	78.39	2.20	124452.00	86845.00	16242.00	13.05
1993	Japan	73.52	7.57	15.13	2	18/07/1993	67.0	2.7	0.17	1.27	75.43	-2.38	68564.32	78.79	2.50	124764.00	87023.00	16900.00	13.55
1994	Japan	55.11	11.04	28.34	2		67.0	2.7	0.86	0.69	80.12	-3.68	68903.80	79.17	2.90	125034.00	87034.00	17585.00	14.06
1995	Japan	69.52	0.00	28.57	2		67.0	2.7	1.94	-0.12	88.15	-4.56	69313.20	79.43	3.10	125570.00	87260.00	18277.00	14.56
1996	Japan	67.76	0.00	28.19	2	20/10/1996	59.0	4.6	2.61	0.13	95.05	-4.90	69531.00	79.77	3.40	125864.00	87161.00	19017.00	15.11
1997	Japan	100.00	0.00	0.00	1		59.0	4.6	1.60	1.76	101.68	-3.79	70066.70	80.50	3.40	126166.00	87042.00	19758.00	15.66
1998	Japan	97.98	0.00	0.00	1		59.0	4.8	-1.99	0.66	113.82	-10.31	69778.20	80.28	4.10	126486.40	86920.00	20508.00	16.21
1999	Japan	94.45	1.05	0.00	1		59.0	4.6	-0.21	-0.33	127.90	-7.14	69260.20	79.83	4.70	126686.00	86758.00	21186.00	16.72
2000	Japan	89.15	4.35	0.00	1	25/06/2000	62.5	7.3	2.25	-0.65	136.10	-7.51	68806.70	79.66	4.70	126926.00	86380.00	22041.00	17.37
2001	Japan	80.67	5.18	0.00	1		62.5	7.3	0.37	-0.80	144.43	-6.04	68766.70	79.83	5.00	127291.00	86139.00	22869.00	17.97
2002	Japan	77.78	5.56	0.00	1		62.5	7.3	0.29	-0.90	153.46	-7.71	68194.50	79.57	5.40	127435.00	85706.00	23628.00	18.54
2003	Japan	77.78	5.56	0.00	1	09/11/2003	59.9	7.1	1.69	-0.25	158.27	-7.67	68144.30	79.79	5.30	127619.00	85404.00	24311.00	19.05
2004	Japan	82.15	5.56	0.00	1		59.9	7.1	2.36	-0.01	166.25	-5.95	68145.80	80.10	4.70	127687.00	85077.00	24876.00	19.48
2005	Japan	94.44	5.56	0.00	1	11/09/2005	67.5	9.0	1.30	-0.27	169.55	-4.81	68424.70	81.05	4.40	127768.00	84422.00	25761.00	20.16
2006	Japan	92.97	5.56	0.00	1		67.5	9.4	1.69	0.24	166.76	-1.28	68552.80	81.87	4.10	127770.00	83731.00	26604.00	20.82
2007	Japan	86.96	5.56	0.00	1		67.5	9.4	2.19	0.06	162.40	-2.09	68651.30	82.70	3.80	127771.00	83015.00	27464.00	21.49
2008	Japan	87.14	5.56	0.00	1		67.5	9.4	-1.04	1.37	171.13	-1.86	68426.00	83.14	4.00	127692.00	82300.00	28216.00	22.10
2009	Japan	68.39	29.98	1.63	2	30/08/2009	69.3	11.3	-5.53	-1.35	188.74	-8.84	68128.00	83.60	5.10	127510.00	81493.00	29005.00	22.75
2010	Japan	5.57	90.58	2.24	2		69.3	11.3	4.71	-0.72	193.20	-8.30	67831.00	82.99	5.00	128057.00	81735.00	29484.00	23.02
2011	Japan	5.56	87.21	0.00	1		69.3	10.8	-0.45	-0.28	209.40	-8.80	67377.00	82.83	4.60	127799.00	81342.00	29752.00	23.28
2012	Japan	6.44	90.60	0.00	1	16/12/2012	59.3	7.9	1.74	-0.03	215.36	-8.66	67216.00	83.84	4.30	127515.00	80175.00	30793.00	24.15
2013	Japan	94.74	5.26	0.00	1		59.3	8.1	1.36	0.36	221.47	-8.49	67395.00	85.30	4.00	127298.00	79010.00	31898.00	25.06
2014	Japan	94.74	5.26	0.00	1	14/12/2014	52.7	8.1	-0.03	2.75	227.67	-6.18	67504.00	86.41	3.60				
1993	Latvia	80.00	0.00	20.00	2	06/06/1993	91.2	15.0	-11.40				1245.47	73.86	6.70	2563.29	1686.33	332.58	12.97
1994	Latvia	75.35	0.00	16.20	2		91.2	15.0	2.20		11.31		1201.38	72.55	13.10	2520.74	1656.02	335.62	13.31
1995	Latvia	64.04	0.19	7.87	2	01/10/1995	72.7	15.0	-0.90		13.90	-1.40	1098.86	67.29	14.90	2485.06	1633.06	338.11	13.61
1996	Latvia	56.25	6.25	31.25	2		72.7	9.0	2.35		13.30	-0.40	1117.53	69.09	15.90	2457.22	1617.56	342.22	13.93
1997	Latvia	54.52	14.41	25.28	2		72.7	9.0	8.99	8.06	10.70	1.40	1161.17	72.28	15.40	2432.85	1606.49	347.03	14.26
1998	Latvia	65.84	25.25	8.91	2	03/10/1998	71.0	9.0	6.53	4.29	9.00	0.00	1139.15	71.17	14.00	2410.02	1600.59	350.56	14.55
1999	Latvia	89.88	0.00	10.12	2		71.0	17.0	2.62	2.13	12.10	-3.70	1119.69	69.98	14.10	2390.50	1599.95	352.46	14.74
2000	Latvia	91.18	0.00	8.82	2		71.0	17.0	5.40	2.64	12.10	-2.70	1087.46	68.18	14.30	2367.61	1594.92	354.22	14.96
2001	Latvia	86.67	0.00	13.33	2		71.0	17.0	6.46	2.52	13.90	-2.00	1094.39	69.16	13.50	2337.70	1582.33	356.53	15.25
2002	Latvia	82.68	6.07	11.25	2	05/10/2002	71.5	21.0	7.11	1.95	13.20	-2.20	1096.15	69.80	12.50	2310.38	1570.50	361.06	15.63
2003	Latvia	61.11	38.89	0.00	2		71.5	21.0	8.42	2.94	13.90	-1.60	1093.17	70.07	11.60	2288.09	1560.00	366.97	16.04
2004	Latvia	37.16	54.71	0.00	2		71.5	21.0	8.34	6.19	14.30	-1.00	1096.77	70.93	11.70	2263.00	1546.38	372.05	16.44
2005	Latvia	66.67	33.33	0.00	2		71.5	21.0	10.70	6.90	11.80	-0.40	1087.07	70.95	10.00	2238.75	1532.09	376.54	16.82
2006	Latvia	54.43	45.57	0.00	2	07/10/2006	62.3	19.0	11.90	6.57	9.90	-0.60	1114.90	73.44	7.00	2218.66	1518.18	381.48	17.19
2007	Latvia	50.09	49.91	0.00	2		62.3	20.0	9.96	10.08	8.40	-0.70	1135.18	75.43	6.10	2201.03	1504.94	384.95	17.49
2008	Latvia	52.63	47.37	0.00	2		62.3	20.0	-3.60	15.25	18.70	-4.10	1145.37	77.08	7.70	2177.73	1485.92	385.57	17.71
2009	Latvia	69.36	30.64	0.00	2		62.3	22.0	-14.35	3.26	36.60	-9.10	1103.28	75.86	17.50	2141.99	1454.41	384.82	17.97
2010	Latvia	58.40	33.42	0.00	3	02/10/2010	63.0	20.0	-3.78	-1.22	47.50	-8.50	1059.04	74.71	19.50	2097.29	1417.48	382.66	18.25
2011	Latvia	65.13	34.87	0.00	3	17/09/2011	59.4	23.0	6.21	4.22	42.80	-3.40	1030.69	74.36	16.20	2058.83	1386.01	380.34	18.47
2012	Latvia	100.00	0.00	0.00	1		59.4	23.0	4.01	2.28	41.40	-0.80	1033.76	75.88	15.00	2033.65	1362.42	379.67	18.67
2013	Latvia	100.00	0.00	0.00	1		59.4	23.0	3.02	0.01	39.10	-0.90	1017.31	76.00	11.90	2012.81	1338.60	380.70	18.91
2014	Latvia	77.04	22.96	0.00	2	03/10/2014	59.4	18.0	2.36	0.69	40.80	-1.60	996.18	75.79	10.80	1994.73	1314.39	383.35	19.22
1992	Lithuania	0.00	0.00	100.00	5	15/11/1992	64.8	8.1	-21.26						1.40	3700.20	2448.14	422.52	11.42
1993	Lithuania	0.00	0.00	100.00	5		64.8	7.1	-16.23						4.80	3682.90	2430.07	432.32	11.74
1994	Lithuania	0.00	0.00	100.00	5		64.8	7.1	-9.77		7.65				4.20	3657.20	2410.84	440.32	12.04
1995	Lithuania	0.00	0.00	100.00	5		64.8	7.1	3.29		11.50	-1.50	1591.28	66.55	6.80	3629.10	2391.06	447.85	12.34
1996	Lithuania	7.31	1.69	90.44	4	11/11/1996	38.2	7.1	5.15	24.70	13.90	-3.20	1621.73	68.40	7.70	3601.60	2371.04	455.99	12.66
1997	Lithuania	76.47	17.65	0.00	1		38.2	17.5	8.29	10.27	15.40	-11.80	1610.75	68.48	6.50	3575.20	2352.23	464.44	12.99
1998	Lithuania	68.90	14.31	0.00	1		38.2	17.5	7.47	5.39	16.50	-3.00	1721.40	73.69	13.20	3549.30	2336.09	473.03	13.33
1999	Lithuania	59.47	13.93	0.00	1		38.2	17.5	-1.13	1.46	22.70	-2.80	1710.49	73.59	14.60	3524.20	2324.33	479.78	13.61
2000	Lithuania	50.00	19.44	0.00	1	08/10/2000	58.6	10.6	3.83	1.08	23.50	-3.20	1676.75	72.35	16.40	3499.50	2317.44	483.65	13.82
2001	Lithuania	25.34	42.86	14.09	2		58.6	10.6	6.52	1.55	22.90	-3.50	1640.90	71.12	17.40	3470.82	2307.12	492.54	14.19
2002	Lithuania	0.00	42.86	28.57	3		58.6	10.6	6.76	0.34	22.10	-1.90	1634.93	71.20	13.80	3443.07	2296.35	506.30	14.70
2003	Lithuania	0.00	36.97	34.46	3		58.6	10.6	10.54	-1.08	20.40	-1.30	1646.98	72.08	12.40	3415.21	2284.87	518.17	15.17
2004	Lithuania	0.00	34.66	42.54	3	10/10/2004	45.9	22.0	6.55	1.16	18.70	-1.40	1598.33	70.62	10.90	3377.08	2263.17	527.63	15.62
2005	Lithuania	0.00	14.29	85.71	4		45.9	22.0	7.73	2.66	17.60	-0.30	1567.75	70.31	8.30	3322.50	2229.71	533.53	16.06
2006	Lithuania	6.54	6.22	87.24	4		45.9	24.8	7.41	3.79	17.20	-0.30	1519.24	69.10	5.80	3269.91	2198.57	538.51	16.47
2007	Lithuania	14.29	0.00	85.71	4		45.9	22.7	11.09	5.82	15.90	-0.80	1518.24	69.69	4.30	3231.29	2178.65	543.51	16.82
2008	Lithuania	14.52	10.79	74.69	4	12/10/2008	48.6	17.7	2.63	11.09	14.60	-3.10	1517.02	70.18	5.80	3198.23	2161.76	546.84	17.10
2009	Lithuania	96.75	0.00	0.00	1		48.6	19.1	-14.81	4.16	29.00	-9.10	1529.32	71.44	13.80	3162.92	2140.74	546.32	17.27
2010	Lithuania	93.33	0.00	0.00	1		48.6	19.1	1.64	1.19	36.20	-6.90	1517.76	72.62	17.80	3097.28	2089.95	545.10	17.60
2011	Lithuania	93.33	0.00	0.00	1		48.6	19.1	6.04	4.12	37.20	-8.90	1481.60	72.82	15.40	3028.12	2034.56	544.32	17.98
2012	Lithuania	88.96	0.36	4.37	2	28/10/2012	52.9	24.5	3.84	3.17	39.80	-3.10	1473.00	73.48	13.40	2987.77	2004.69	542.77	18.17
2013	Lithuania	13.33	6.67	80.00	4		52.9	24.1	3.54	1.16	38.80	-2.60	1465.17	73.93	11.80	2957.69	1981.89	542.47	18.34
2014	Lithuania	13.33	4.88	81.79	4		52.9	24.1	3.03	0.24	40.70	-0.70	1477.30	75.39	10.70	2928.88	1959.67	544.93	18.61
1960	Luxembourg	42.86	57.14	0.00	1		92.3	0.0		0.45			132.00	61.96	0.00	313.97	213.05	34.10	10.86
1961	Luxembourg	42.86	57.14	0.00	1		92.3	0.0	3.83	0.48			132.20	61.88	0.00	316.84	213.65	34.82	10.99
1962	Luxembourg	42.86	57.14	0.00	1		92.3	0.0	1.36	0.90			132.60	61.77	0.00	320.75	214.68	35.83	11.17
1963	Luxembourg	42.86	57.14	0.00	1		92.3	0.0	3.44	2.88			131.80	61.05	0.00	324.10	215.89	36.94	11.40
1964	Luxembourg	23.30	53.88	22.81	2	07/06/1964	90.6	0.0	7.87	3.10			132.90	61.24	0.00	327.75	217.01	38.02	11.60
1965	Luxembourg	0.00	50.00	50.00	3		90.6	0.0	1.93	3.33			133.30	61.18	0.00	331.50	217.87	38.98	11.76
1966	Luxembourg	0.00	50.00	50.00	3		90.6	0.0	1.11	3.33			133.70	61.24	0.00	333.90	218.33	39.80	11.92
1967	Luxembourg	0.00	50.00	50.00	3		90.6	0.0	0.22	2.17			131.30	60.09	0.00	335.00	218.51	40.51	12.09
1968	Luxembourg	0.00	50.00	50.00	3	15/12/1968	88.6	3.6	4.18	2.63			131.00	59.87	0.00	335.85	218.79	41.14	12.25
1969	Luxembourg	39.33	56.56	4.11	2		88.6	3.6	9.97	2.29			131.90	60.03	0.00	337.50	219.71	41.80	12.38
1970	Luxembourg	42.86	57.14	0.00	1		88.6	3.6	1.70	4.64			140.20	63.27	0.00	339.17	221.61	42.52	12.54
1971	Luxembourg	42.86	57.14	0.00	1		88.6	3.6	2.67	4.67			144.70	64.57	0.00	342.42	224.11	43.25	12.63
1972	Luxembourg	42.86	57.14	0.00	1		88.6	3.6	6.60	5.23			148.60	65.23	0.00	346.60	227.82	44.20	12.75
1973	Luxembourg	42.86	57.14	0.00	1		88.6	3.6	8.31	6.07			151.40	65.40	0.00	350.45	231.50	45.19	12.90
1974	Luxembourg	46.77	25.83	27.40	2	26/05/1974	90.1	5.1	4.21	9.54			155.70	65.90	0.00	355.05	236.26	46.04	12.97
1975	Luxembourg	50.00	0.00	50.00	3		90.1	5.1	-6.57	10.72			157.80	65.62	0.20	358.95	240.46	46.75	13.03
1976	Luxembourg	50.00	0.00	50.00	3		90.1	5.1	2.53	9.80			157.80	64.98	0.30	360.73	242.85	47.27	13.10
1977	Luxembourg	50.00	0.00	50.00	3		90.1	5.1	1.57	6.71			158.00	64.70	0.50	361.36	244.19	47.94	13.27
1978	Luxembourg	50.00	0.00	50.00	3		90.1	5.1	4.07	3.09			157.50	64.17	1.20	362.01	245.45	48.74	13.46
1979	Luxembourg	52.59	20.70	26.71	2	10/06/1979	88.9	13.6	2.35	4.55			158.20	64.44	2.40	362.86	245.50	49.34	13.60
1980	Luxembourg	55.56	44.44	0.00	1		88.9	13.6	0.84	6.30			159.30	64.72	2.40	364.15	246.12	49.69	13.65
1981	Luxembourg	55.56	44.44	0.00	1		88.9	13.6	-0.55	8.07			160.30	64.56	2.40	365.23	248.29	49.61	13.58
1982	Luxembourg	55.56	44.44	0.00	1		88.9	13.6	1.13	9.36			160.30	64.11	2.40	365.53	250.06	49.23	13.47
1983	Luxembourg	55.56	44.44	0.00	1		88.9	13.6	2.99	8.67			160.30	63.64	3.40	365.62	251.88	48.76	13.34
1984	Luxembourg	30.51	49.45	20.04	2	17/06/1984	88.8	11.7	6.19	6.44			161.40	63.63	3.00	366.00	253.67	48.43	13.23
1985	Luxembourg	0.00	55.56	44.44	3		88.8	11.7	2.79	4.09			163.70	64.19	2.90	366.71	255.04	48.59	13.25
1986	Luxembourg	0.00	55.56	44.44	3		88.8	11.7	9.98	0.29			167.20	65.13	2.60	368.36	256.70	49.03	13.31
1987	Luxembourg	0.00	55.56	44.44	3		88.8	11.7	3.95	-0.06			172.10	66.54	2.50	370.75	258.63	49.42	13.33
1988	Luxembourg	0.00	55.56	44.44	3		88.8	11.7	8.46	1.44			177.00	68.06	2.00	373.45	260.07	49.93	13.37
1989	Luxembourg	0.00	57.64	42.36	3	18/06/1989	87.3	13.3	9.80	3.37			182.80	69.81	1.80	377.10	261.85	50.53	13.40
1990	Luxembourg	0.00	60.00	40.00	3		87.3	13.3	5.32	3.25	5.36	4.63	190.20	71.95	1.70	381.85	264.34	51.25	13.42
1991	Luxembourg	0.00	60.00	40.00	3		87.3	13.3	8.64	3.12	4.64	1.14	197.90	74.18	1.60	387.00	266.80	52.22	13.49
1992	Luxembourg	0.00	60.00	40.00	3		87.3	13.3	1.82	3.15	5.48	0.41	203.70	75.69	2.10	392.18	269.12	53.29	13.59
1993	Luxembourg	0.00	60.00	40.00	3		87.3	13.3	4.20	3.59	6.85	1.90	208.10	76.68	2.60	397.48	271.37	54.46	13.70
1994	Luxembourg	0.00	55.29	44.71	3	12/06/1994	88.3	20.0	3.82	2.19	6.28	2.90	214.70	78.46	3.20	402.93	273.63	55.79	13.85
1995	Luxembourg	0.00	50.00	50.00	3		88.3	20.0	1.43	1.87	9.04	2.64	220.60	79.88	2.90	408.63	276.16	57.23	14.01
1996	Luxembourg	0.00	50.00	50.00	3		88.3	20.0	1.52	1.18	9.57	1.60	226.70	81.30	2.90	414.23	278.84	58.62	14.15
1997	Luxembourg	0.00	50.00	50.00	3		88.3	20.0	5.95	1.37	9.68	2.83	234.20	83.19	2.70	419.45	281.51	59.72	14.24
1998	Luxembourg	0.00	50.00	50.00	3		88.3	20.0	6.48	0.96	14.17	3.20	243.50	85.63	2.70	424.70	284.38	60.62	14.27
1999	Luxembourg	15.89	50.00	34.11	3	13/06/1999	86.5	16.7	8.42	1.03	14.41	3.46	255.20	88.69	2.40	430.48	287.73	61.48	14.28
2000	Luxembourg	50.00	50.00	0.00	1		86.5	16.7	8.41	3.15	13.18	5.86	268.80	91.96	2.20	436.30	292.30	61.40	14.07
2001	Luxembourg	50.00	50.00	0.00	1		86.5	16.7	2.15	2.66	13.48	5.98	283.30	95.52	1.90	441.50	296.60	61.40	13.91
2002	Luxembourg	50.00	50.00	0.00	1		86.5	16.7	3.63	2.07	12.26	2.47	292.30	97.56	2.60	446.20	299.60	62.40	13.98
2003	Luxembourg	50.00	50.00	0.00	1		86.5	16.7	1.41	2.05	13.18	0.19	299.40	99.11	3.80	450.00	302.10	63.30	14.07
2004	Luxembourg	28.96	54.21	16.83	2	13/06/2004	91.9	23.3	4.44	2.23	14.07	-1.30	307.20	100.33	5.00	455.00	306.20	63.60	13.98
2005	Luxembourg	0.00	60.00	40.00	3		91.9	23.3	3.23	2.49	12.45	0.08	317.10	102.16	4.60	461.20	310.40	65.00	14.09
2006	Luxembourg	0.00	60.00	40.00	3		91.9	23.3	5.11	2.67	11.85	1.96	329.70	104.14	4.60	469.10	316.60	66.00	14.07
2007	Luxembourg	0.00	60.00	40.00	3		91.9	23.3	8.37	2.31	11.63	4.20	343.40	106.61	4.20	476.20	322.10	66.80	14.03
2008	Luxembourg	0.00	60.00	40.00	3		91.9	23.3	-0.87	3.40	19.24	3.36	343.40	104.60	4.90	483.80	328.30	67.70	13.99
2009	Luxembourg	0.00	60.00	40.00	3	07/06/2009	90.9	20.0	-5.40	0.37	18.96	-0.69	360.30	107.23	5.10	493.50	336.00	68.90	13.96
2010	Luxembourg	0.00	60.00	40.00	3		90.9	20.0	5.67	2.27	26.23	-0.67	375.10	109.39	4.60	502.10	342.90	70.00	13.94
2011	Luxembourg	0.00	60.00	40.00	3		90.9	25.0	2.57	3.41	27.00	0.52	385.10	109.81	4.80	511.80	350.70	71.10	13.89
2012	Luxembourg	0.00	60.00	40.00	3		90.9	21.7	-0.84	2.66	30.64	0.26	394.07	108.98	5.10	524.90	361.60	73.30	13.96
2013	Luxembourg	2.98	55.40	41.62	3	20/10/2013	91.3	28.3	4.35	1.73	29.98	0.78			5.90	537.00	370.70	75.00	13.97
2014	Luxembourg	38.89	0.00	61.11	3		91.3	28.3	4.08	0.63	33.69	1.71			6.00	549.70	379.80	77.40	14.08
1966	Malta	0.00	100.00	0.00	1	28/03/1966	89.7	4.0								321.77			
1967	Malta	0.00	100.00	0.00	1		89.7	4.0								322.07			
1968	Malta	0.00	100.00	0.00	1		89.7	4.0								322.09			
1969	Malta	0.00	100.00	0.00	1		89.7	4.0								324.95			
1970	Malta	0.00	100.00	0.00	1		89.7	4.0								326.94			
1971	Malta	0.00	46.85	53.15	3	14/06/1971	92.9	3.6								326.69			
1972	Malta	0.00	0.00	100.00	5		92.9	3.6								324.74			
1973	Malta	0.00	0.00	100.00	5		92.9	3.6								306.96			
1974	Malta	0.00	0.00	100.00	5		92.9	3.6								306.34			
