Scientific_Name,Family,Genus,Species,Brain_Size_Species_Mean,Brain_Size_Female_Mean,Brain_size_Ref,Body_mass_male_mean,Body_mass_female_mean,Mass_Dimorphism,Mass_Ref,MeanGroupSize,AdultMales,AdultFemale,AdultSexRatio,Social_Organization_Ref,InterbirthInterval_d,Gestation,WeaningAge_d,MaxLongevity_m,LitterSz,Life_History_Ref,GR_MidRangeLat_dd,Precip_Mean_mm,Temp_Mean_degC,AET_Mean_mm,PET_Mean_mm,Climate_Ref,HomeRange_km2,HomeRangeRef,DayLength_km,DayLengthRef,Territoriality,Fruit,Leaves,Fauna,DietRef1,Canine_Dimorphism,Canine_Dimorphism_Ref,Feed,Move,Rest,Social,Activity_Budget_Ref
Macaca_radiata,Cercopithecidae,Macaca,radiata,74.87,69.38,Isler et al 2008,6312.5,3855.7,1.637,Isler et al 2008,30,8,9.7,1.21,Hill & Lee 1998,365,161,332.25,360,1.01,Jones et al. 2009,14.59,937.4,26.5,844.9,1589.6,Jones et al. 2009,0.880,Jones et al. 2009,1.75,Pontzer and Kamilar 2006,1.6533,,,,,,,,,,,
Macaca_silenus,Cercopithecidae,Macaca,silenus,85.00,80.00,Isler et al 2008,8900.0,6100.0,1.459,Isler et al 2008,19.6,3.1,7.1,2.29,Nunn and van Schaik - Infanticide Chapt; Ashmore Diss,510.39,176,362.93,480,1.01,Jones et al. 2009,13.19,880.7,25.3,953.0,1571.9,Jones et al. 2009,0.880,Jones et al. 2009,1.63,Pontzer and Kamilar 2006,1.5399,,,,,2.437,Plavcan & Ruff 2008,,,,4.7,Sussman et al. 2005
Macaca_sinica,Cercopithecidae,Macaca,sinica,69.70,66.00,Isler et al 2008,5680.0,3200.0,1.775,Isler et al 2008,24.5,2.7,6.2,2.30,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,547.5,152,396,420,1.01,Jones et al. 2009,7.87,1416.7,25.8,1536.7,1630.1,Jones et al. 2009,0.400,Jones et al. 2009,,,,97,23,2,Nunn et al 2003,1.977,Plavcan & Ruff 2008,46,10,34,,Ashmore 1992
Macaca_sylvanus,Cercopithecidae,Macaca,sylvanus,93.20,97.93,Isler et al 2008,14530.3,9625.0,1.510,Isler et al 2008,18.2,4.7,7,1.49,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,431.71,164,210.25,264,1.02,Jones et al. 2009,34.21,459.3,14.8,453.1,1163.5,Jones et al. 2009,2.630,Jones et al. 2009,1.664,Pontzer and Kamilar 2006,0.9093,2.6,10.9,8.05,Campbell et al. 2007,2.020,Plavcan & Ruff 2008,33.10,21.37,30.73,10.77,Kamilar 2006
Macaca_thibetana,Cercopithecidae,Macaca,thibetana,,,,15200.0,9500.0,1.600,Smith and Jungers 1997,38.3,4.5,11,2.44,Ashmore 1992,730,170,451.79,,1.01,Jones et al. 2009,28.38,1198.0,13.0,961.2,1031.0,Jones et al. 2009,,,,,,,,,,,,,,,,
Mandrillus_leucophaeus,Cercopithecidae,Mandrillus,leucophaeus,148.00,136.00,Isler et al 2008,17500.0,12500.0,1.400,Isler et al 2008,,,,,,513.43,179,486.66,400.8,1.01,Jones et al. 2009,5.21,2032.9,24.3,1219.9,1533.7,Jones et al. 2009,,,,,,,,,,4.100,Plavcan & Ruff 2008,,,,,
Mandrillus_sphinx,Cercopithecidae,Mandrillus,sphinx,153.88,146.63,Isler et al 2008,34400.0,12800.0,2.688,Isler et al 2008,,,,,,521.64,173,348.01,555.96,1.02,Jones et al. 2009,-0.76,1611.8,24.4,1259.0,1505.1,Jones et al. 2009,26.340,Jones et al. 2009,3,Pontzer and Kamilar 2006,0.5180,,,,,5.263,Plavcan & Ruff 2008,,,,,
Microcebus_murinus,Cheirogalidae,Microcebus,murinus,1.63,1.66,Isler et al 2008,63.0,67.2,0.938,Isler et al 2008,1,1,1,,Kappeler 1997,365,61,40.45,186,2,Jones et al. 2009,-18.95,851.2,24.1,897.1,1624.7,Jones et al. 2009,0.010,Jones et al. 2009,,,,51,,,,0.995,Plavcan & Ruff 2008,,,,,
Microcebus_myoxinus,Cheirogalidae,Microcebus,myoxinus,,,,31.0,30.0,1.033,Smith and Jungers 1997,1,1,1,,Kappeler 1997,,59.99,,,2,Jones et al. 2009,-20.08,822.6,24.8,930.0,1566.0,Jones et al. 2009,,,,,,,,,,,,,,,,
Microcebus_rufus,Cheirogalidae,Microcebus,rufus,1.72,1.80,Isler et al 2008,43.0,42.0,1.024,Isler et al 2008,1,1,1,,Kappeler 1997,,61,40,144,2.52,Jones et al. 2009,-19.32,1714.4,20.0,1319.6,1595.2,Jones et al. 2009,0.010,Jones et al. 2009,,,,,,,,0.939,Plavcan & Ruff 2008,,,,,
Miopithecus_talapoin,Cercopithecidae,Miopithecus,talapoin,37.35,34.76,Isler et al 2008,1940.0,1560.0,1.244,Isler et al 2008,66.5,10.2,20.4,2.00,Hill & Lee 1998,365,169,178.98,370.8,1.01,Jones et al. 2009,-7.68,1043.1,23.2,1091.6,1517.0,Jones et al. 2009,0.800,Jones et al. 2009,2.4,Nunn et al. 2003,2.3780,43.0,<5,35.0,Campbell et al. 2007,1.694,Plavcan & Ruff 2008,,,,,
Mirza_coquereli,Cheirogalidae,Mirza,coquereli,5.80,5.23,Isler et al 2008,311.0,312.0,0.997,Isler et al 2008,1,1,1,,Kappeler 1997,365,89,136,183.6,1.71,Jones et al. 2009,-18.34,924.8,23.9,937.1,1597.7,Jones et al. 2009,0.030,Jones et al. 2009,,,,,,,,,,,,,,
Nasalis_larvatus,Cercopithecidae,Nasalis,larvatus,92.30,83.84,Isler et al 2008,19391.8,9729.6,1.993,Isler et al 2008,12,1,3.7,3.70,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,547.5,166,211.75,252,1.02,Jones et al. 2009,1.42,2570.8,25.0,1684.0,1721.0,Jones et al. 2009,3.730,Campbell et al. 2007,0.65,Pontzer and Kamilar 2006,0.2983,36,56,0,Kappeler & Pereira 2003,2.203,Plavcan & Ruff 2008,,,,,
Nomascus_concolor,Hylobatidae,Nomascus,concolor,,,,7790.0,7620.0,1.022,Smith and Jungers 1997,,,,,,821.25,207,635.13,529.2,1.01,Jones et al. 2009,22.7,1196.2,17.3,1062.3,1242.1,Jones et al. 2009,0.870,Campbell et al. 2007,1.3,Campbell et al. 2007,1.2352,22.5,63,7,Campbell et al. 2007; Kappeler & Pereira 2003,1.125,Plavcan & Ruff 2008,,,,,
Nomascus_gabriellae,Hylobatidae,Nomascus,gabriellae,119.38,117.25,Isler et al 2008,7410.0,7320.0,1.012,Isler et al 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nomascus_leucogenys,Hylobatidae,Nomascus,leucogenys,,,,,,,,,,,,,,,,,,,20.91,1234.1,19.1,1050.9,1289.1,Jones et al. 2009,,,1.3,Campbell et al. 2007,,39,53,4,Campbell et al. 2007; Kappeler & Pereira 2003,,,,,,,
Nycticebus_bengalensis,Lorisidae,Nycticebus,bengalensis,13.49,13.23,Isler et al 2008,1100.0,1020.0,1.078,Isler et al 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nycticebus_coucang,Lorisidae,Nycticebus,coucang,10.13,9.54,Isler et al 2008,679.0,626.0,1.085,Isler et al 2008,1,1,1,,primatelit;  Kappeler and Pereira 2003,365,188,181.21,318,1.12,Jones et al. 2009,0.27,2372.9,24.9,1664.9,1740.3,Jones et al. 2009,,,,,,60,0,,,1.037,Plavcan & Ruff 2008,21.00,70.60,5.40,3.00,Campbell et al. 2007
Nycticebus_pygmaeus,Lorisidae,Nycticebus,pygmaeus,,,,462.0,376.0,1.229,Smith and Jungers 1997,1,1,1,,Nekaris & Bearder 2007,448,188,133,205.2,1.75,Jones et al. 2009,16.94,1499.0,21.1,1172.5,1359.8,Jones et al. 2009,,,,,,,,,,1.112,Plavcan & Ruff 2008,,,,,
Otolemur_crassicaudatus,Galagidae,Otolemur,crassicaudatus,11.78,11.06,Isler et al 2008,1190.0,1110.0,1.072,Isler et al 2008,6,1,,,van Schaik et al. 1999; Kappeler and Pereira 2003,365,130,124.62,225.6,1.14,Jones et al. 2009,-14.71,870.9,22.0,912.8,1482.6,Jones et al. 2009,0.060,Jones et al. 2009,,,,,0,,,1.229,Plavcan & Ruff 2008,,,,,
Otolemur_garnettii,Galagidae,Otolemur,garnettii,11.50,10.24,Isler et al 2008,794.0,734.0,1.082,Isler et al 2008,,,,,,215.95,132,139.2,204,1.02,Jones et al. 2009,-4.61,679.2,23.6,868.7,1602.4,Jones et al. 2009,0.120,Jones et al. 2009,,,,,,,,1.081,Plavcan & Ruff 2008,21.00,52.30,9.40,14.50,Campbell et al. 2007
Pan_paniscus,Hominidae,Pan,paniscus,341.29,326.25,Isler et al 2008,45000.0,33200.0,1.355,Isler et al 2008,85.1,7,10.9,1.56,Kamilar 2006; van Schaik et al. 1999,1715.5,232,1081.31,576,1.01,Jones et al. 2009,-1.66,1611.2,25.0,1538.7,1601.6,Jones et al. 2009,27.930,Jones et al. 2009,2.4,Nunn et al. 2003,0.4025,,15,2,Nunn et al 2003,1.384,Plavcan & Ruff 2008,35.20,14.50,37.40,,Kamilar 2006
Pan_troglodytes,Hominidae,Pan,troglodytes,368.35,350.54,Isler et al 2008,49566.7,40366.7,1.228,Isler et al 2008,63.1,8.7,25.2,2.90,Kamilar 2006; van Schaik et al. 1999,1825,229,1260.81,720,1.05,Jones et al. 2009,2.2,1497.2,24.2,1297.1,1558.1,Jones et al. 2009,10.850,Jones et al. 2009,3.8,Nunn et al. 2003,1.0224,66,26,7,Nunn et al 2003,1.423,Plavcan & Ruff 2008,57.63,12.15,30.23,23.50,wendy dataset; Sussman et al. 2005
Papio_anubis,Cercopithecidae,Papio,anubis,167.42,152.45,Isler et al 2008,23000.0,13300.0,1.729,Isler et al 2008,57.7,7.2,17.5,2.43,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,752.81,178.96,596.6,302.4,1.01,Jones et al. 2009,8.04,982.4,24.3,1020.2,1584.1,Jones et al. 2009,4.830,Jones et al. 2009,4.6,Nunn et al. 2003,1.8549,42.3,25.1,6.7,,2.221,Plavcan & Ruff 2008,36.10,24.10,26.20,13.80,Kamilar 2006
Papio_cynocephalus,Cercopithecidae,Papio,cynocephalus,163.19,156.13,Isler et al 2008,22300.0,12000.0,1.858,Isler et al 2008,55,7,19.4,2.77,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,669.16,172.99,450.42,540,1.01,Jones et al. 2009,-5.96,864.2,23.0,876.6,1524.0,Jones et al. 2009,14.950,Jones et al. 2009,5.9,Nunn et al. 2003,1.3523,62,21,5,Nunn et al 2003,3.003,Plavcan & Ruff 2008,43.30,25.40,20.20,6.46,Kamilar 2006
Papio_hamadryas,Cercopithecidae,Papio,hamadryas,146.17,133.00,Isler et al 2008,18000.0,10300.0,1.748,Isler et al 2008,66.1,1,8.2,8.20,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,608.33,171,363.96,450,1.01,Jones et al. 2009,12.72,459.4,21.6,572.4,1620.7,Jones et al. 2009,17.370,Jones et al. 2009,11,Nunn et al. 2003,2.3390,88,7,,,2.743,Plavcan & Ruff 2008,29.70,24.80,26.00,16.20,Kamilar 2006
Papio_ursinus,Cercopithecidae,Papio,ursinus,178.00,165.00,Isler et al 2008,29800.0,14800.0,2.014,Isler et al 2008,34.7,6.7,13.9,2.07,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,882.08,185.92,877.09,540,1.01,Jones et al. 2009,-24.42,419.0,18.5,581.8,1264.6,Jones et al. 2009,9.120,Jones et al. 2009,5.6,Nunn et al. 2003,1.6434,,12,1,Nunn et al 2003,3.839,Plavcan & Ruff 2008,45.00,23.50,22.00,9.50,Kamilar 2006
Perodicticus_potto,Lorisidae,Perodicticus,potto,12.42,11.87,Isler et al 2008,802.1,867.9,0.924,Isler et al 2008,2,1,1,,van Schaik et al. 1999; Kappeler and Pereira 2003,354.05,170,149.15,312,1.09,Jones et al. 2009,1.77,1390.0,24.4,1255.9,1545.5,Jones et al. 2009,0.110,Jones et al. 2009,,,,81,0,,,1.010,Plavcan & Ruff 2008,,,,,
Phaner_furcifer,Cheirogalidae,Phaner,furcifer,6.68,6.78,Isler et al 2008,328.0,350.0,0.937,Isler et al 2008,2,1,1,,Kappeler 1997,,174.46,,144,1.01,Jones et al. 2009,-15.35,1763.1,22.3,1471.0,1867.6,Jones et al. 2009,0.020,Jones et al. 2009,,,,,,,,,,,,,,
Piliocolobus_badius,Cercopithecidae,Piliocolobus,badius,63.59,62.46,Isler et al 2008,8360.0,8210.0,1.018,Isler et al 2008,49.4,9.4,18,1.91,Kamilar 2006,660.65,151.41,783.93,,1,Jones et al. 2009,9.69,1614.6,26.1,1122.4,1554.7,Jones et al. 2009,0.420,Jones et al. 2009,0.55,Nunn et al. 2003,0.7521,35.0,45.0,0.0,Campbell et al. 2007,1.557,Plavcan & Ruff 2008,52.00,21.00,13.00,13.00,Campbell et al. 2007
Piliocolobus_kirkii,Cercopithecidae,Piliocolobus,kirkii,57.25,55.50,Isler et al 2008,5800.0,5460.0,1.062,Isler et al 2008,32.4,2.6,13.45,5.17,Kamilar 2006,,,,,1.01,Jones et al. 2009,,,,,,,0.326,Siex 2003; Mturi 1993,1.044,"Mturi 1991, 199;",1.6205,21.0,64.5,0.0,Campbell et al. 2007,2.526,Plavcan & Ruff 2008,45.50,29.00,9.00,11.00,Campbell et al. 2007
Piliocolobus_preussi,Cercopithecidae,Piliocolobus,preussi,,,,,,,,,,,,,,195,,,1.01,Jones et al. 2009,5.17,2276.2,24.2,1239.6,1556.8,Jones et al. 2009,0.390,Jones et al. 2009,,,,1.0,89.0,0.0,Campbell et al. 2007,,,,,,,
Piliocolobus_rufomitratus,Cercopithecidae,Piliocolobus,rufomitratus,,,,,,,,14.8,1.27,7.57,5.96,Kamilar 2006,,195,,,,Jones et al. 2009,-2.58,611.1,26.8,930.7,1761.7,Jones et al. 2009,0.113,Decker 1994; Marsh 1979,0.532,Decker 1994; Marsh 1979,1.4025,24.3,58.3,0.0,Campbell et al. 2007; Kappeler & Pereira 2003,,,51.00,27.33,17.67,4.33,Campbell et al. 2007
Piliocolobus_tephrosceles,Cercopithecidae,Piliocolobus,tephrosceles,70.95,72.45,Isler et al 2008,9559.6,7258.0,1.317,Isler et al 2008,34,3.5,10,2.86,Kamilar 2006,,,,,,,,,,,,,0.650,Struhsaker 1975,0.649,Struhsaker 1975,0.7134,,,,,,,46.00,35.00,8.50,8.50,Campbell et al. 2007
Pithecia_irrorata,Pitheciidae,Pithecia,irrorata,,,,2250,2070,1.087,Smith and Jungers 1997,3.5,,,,Buchanan-Smith et al. 2000,,,,,,,-8.15,1766.7,25.1,1388.5,1574.5,Jones et al. 2009,,,,,,,,,,,,,,,,
Pithecia_pithecia,Pitheciidae,Pithecia,pithecia,32.26,32.58,Isler et al 2008,1940.0,1580.0,1.228,Isler et al 2008,5.5,1,2,2.00,"Setz and Gaspar 1997, Gilbert and Setz 2001",448.03,158,113.15,248.4,1.01,Jones et al. 2009,2.92,1569.9,25.4,1467.7,1698.9,Jones et al. 2009,0.128,"Norconk, in press",1.5,"Norconk, in press",3.7156,29.4,8.75,3,Campbell et al. 2007,1.174,Plavcan & Ruff 2008,,,,,
Pongo_abelii,Hominidae,Pongo,abelii,389.50,341.21,Isler et al 2008,84482.5,41148.0,2.053,Isler et al 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,1.710,Plavcan & Ruff 2008,,,,,
Pongo_pygmaeus,Hominidae,Pongo,pygmaeus,377.38,337.72,Isler et al 2008,80136.9,36947.6,2.169,Isler et al 2008,2,1,1,1.00,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,2007.5,249,1088.8,720,1.07,Jones et al. 2009,1.33,2587.0,23.8,1676.6,1691.7,Jones et al. 2009,3.880,Jones et al. 2009,0.5,Nunn et al. 2003,0.2250,64,18,3,Nunn et al 2003,1.693,Plavcan & Ruff 2008,42.40,15.40,41.00,1.20,Kamilar 2006
Presbytis_comata,Cercopithecidae,Presbytis,comata,80.30,59.00,Isler et al 2008,6680.0,6710.0,0.996,Isler et al 2008,6,1.2,1.4,1.17,Hill & Lee 1998,,,,,1,Jones et al. 2009,-6.77,2178.5,24.4,1588.5,1752.7,Jones et al. 2009,0.380,Ruhiyat 1983; Rodman 1978,0.5,Pontzer and Kamilar 2006,0.7188,14.2,65.0,,Campbell et al. 2007,1.508,Plavcan & Ruff 2008,,,,,
Presbytis_melalophos,Cercopithecidae,Presbytis,melalophos,64.85,59.21,Isler et al 2008,6554.3,6566.6,0.998,Isler et al 2008,14.5,1,6,6.00,Hill & Lee 1998,,,,192,1.01,Jones et al. 2009,-3.33,2785.0,24.7,1828.3,1857.8,Jones et al. 2009,0.120,Jones et al. 2009,0.88,Pontzer and Kamilar 2006,2.2513,,,,,1.712,Plavcan & Ruff 2008,,,,,
Procolobus_verus,Cercopithecidae,Procolobus,verus,52.60,51.63,Isler et al 2008,4700.0,4200.0,1.119,Isler et al 2008,,2,3.3,1.65,Nunn & van Schaik 2000,,167.84,,,1.02,Jones et al. 2009,7,1868.9,25.3,1312.8,1560.7,Jones et al. 2009,0.560,Korstjens 2001,1.212,Korstjens 2001,1.4353,13.5,79.5,,Campbell et al. 2007,2.005,Plavcan & Ruff 2008,,,,6.7,Sussman et al. 2005
Propithecus_coquereli,Indriidae,Propithecus,coquereli,30.19,,Isler et al 2008,3700.0,3757.0,0.985,Isler et al 2008,5.5,,,1.45,Kappeler 1997,365,140.99,180.96,,1,Jones et al. 2009,-15.49,1347.9,25.1,982.6,1753.0,Jones et al. 2009,,,,,,,,,,,,,,,,
Propithecus_deckenii,Indriidae,Propithecus,deckenii,30.15,28.95,Isler et al 2008,3430.0,3633.3,0.944,Isler et al 2008,4,,,,Kamilar 2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propithecus_diadema,Indriidae,Propithecus,diadema,39.80,40.51,Isler et al 2008,6050.0,6210.0,0.974,Isler et al 2008,5.38,1,1.25,1.25,Irwin 2006,745.2,157,256.27,,1.01,Jones et al. 2009,-17,1838.3,19.8,1343.2,1613.8,Jones et al. 2009,0.210,Jones et al. 2009,,,,15.1,48.8,0.0,Irwin 2006,0.880,Plavcan & Ruff 2008,25,23,47,5,Kamilar 2006; Sussman et al. 2005
Propithecus_edwardsi,Indriidae,Propithecus,edwardsi,39.49,40.24,Isler et al 2008,5468.8,5895.0,0.928,Isler et al 2008,4.6,1.46,1.44,0.99,Pochron et al. 2004,,,,,,,-21.39,1672.6,18.3,1329.0,1496.3,Jones et al. 2009,4.000,Campbell et al. 2007,,,,30.4,28.2,0.0,Irwin 2006,,,,,,,
Propithecus_tattersalli,Indriidae,Propithecus,tattersalli,,,,3390,3590,0.944,Smith and Jungers 1997,4.1,,,0.83,Kappeler 1997,,,152.13,240,,Jones et al. 2009,-13.08,1044.9,25.2,1149.0,1476.0,Jones et al. 2009,0.060,Jones et al. 2009,,,,46.2,38.7,0.0,Irwin 2006,,,,,,,
Propithecus_verreauxi,Indriidae,Propithecus,verreauxi,26.21,24.92,Isler et al 2008,2930.0,2980.0,0.983,Isler et al 2008,5,1.7,2.8,1.65,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,365,148,177.83,247.2,1.02,Jones et al. 2009,-22.63,581.3,23.5,800.5,1657.3,Jones et al. 2009,0.030,Jones et al. 2009,0.85,Pontzer and Kamilar 2006,4.3491,24,65,0,,1.061,Plavcan & Ruff 2008,,,,3.8,Sussman et al. 2005
Pygathrix_nemaeus,Cercopithecidae,Pygathrix,nemaeus,91.41,89.50,Isler et al 2008,11000.0,8440.0,1.303,Isler et al 2008,9.3,1.3,3.7,2.85,Hill & Lee 1998,430.7,171,330,300,1.01,Jones et al. 2009,16.63,1895.3,22.5,1211.2,1472.1,Jones et al. 2009,,,,,,14.0,82.0,,Campbell et al. 2007,2.108,Plavcan & Ruff 2008,,,,,
Rhinopithecus_avunculus,Cercopithecidae,Rhinopithecus,avunculus,,,,,,,,,,,,,,200,,,1,Jones et al. 2009,22.06,1313.2,19.1,1119.8,1214.1,Jones et al. 2009,10.000,Boonratana and Le 1998; Jablonkski 1998,,,,62.0,38.0,,Campbell et al. 2007,,,,,,,
Rhinopithecus_bieti,Cercopithecidae,Rhinopithecus,bieti,,,,,,,,,,,,,,170,,,,Jones et al. 2009,28.69,1820.9,2.6,792.1,1018.5,Jones et al. 2009,25.000,Kirkpatrick et al. 1998,1.31,Kirkpatrick et al. 1998,0.2322,,86.0,,Campbell et al. 2007,,,,,,13.1,Sussman et al. 2005
Rhinopithecus_roxellana,Cercopithecidae,Rhinopithecus,roxellana,117.76,112.70,Isler et al 2008,17900.0,11600.0,1.543,Isler et al 2008,,,,,,,199.34,,354,1,Jones et al. 2009,32.32,734.0,9.0,749.4,870.6,Jones et al. 2009,24.280,Jones et al. 2009,,,,,,,Campbell et al. 2007,2.508,Plavcan & Ruff 2008,,,,,
Saguinus_bicolor,Cebidae,Saguinus,bicolor,,,,428,430,0.995,Smith and Jungers 1997,7.5,,,,Kamilar 2006,,160,,228,2,Jones et al. 2009,-1.74,1299.9,26.2,1446.9,1659.3,Jones et al. 2009,,,,,,,,,,,,,,,,
Saguinus_fuscicollis,Cebidae,Saguinus,fuscicollis,7.94,8.03,Isler et al 2008,404.6,396.6,1.020,Isler et al 2008,5.1,1.9,1.3,0.68,Garber et al. 2008,293.5,147,90.1,294,1.83,Jones et al. 2009,-5.28,1968.0,25.4,1450.1,1535.4,Jones et al. 2009,0.200,Jones et al. 2009,1.6,Nunn et al. 2003,3.1707,55,0,44,Nunn et al 2003,1.014,Plavcan & Ruff 2008,17.09,28.48,35.86,5.08,Kamilar 2006
Saguinus_geoffroyi,Cebidae,Saguinus,geoffroyi,10.14,10.19,Isler et al 2008,499.3,534.4,0.934,Isler et al 2008,6.3,2.4,2.1,0.88,Garber et al. 2008,240.9,142,56,246,1.97,Jones et al. 2009,6.88,2794.3,25.9,1563.4,1738.4,Jones et al. 2009,0.160,Jones et al. 2009,,,,,,,,,,,,,,
Saguinus_imperator,Cebidae,Saguinus,imperator,,,,474.0,475.0,0.998,Smith and Jungers 1997,7,1,1,1.00,Kamilar 2006,,145,,242.4,2,Jones et al. 2009,-9.23,2127.9,24.9,1499.1,1570.9,Jones et al. 2009,0.220,Jones et al. 2009,2.06,Pontzer and Kamilar 2006,3.8922,,,,,,,,,,,
Saguinus_leucopus,Cebidae,Saguinus,leucopus,9.70,9.61,Isler et al 2008,510.0,539.0,0.946,Isler et al 2008,,,,,,,142.5,,182.4,2,Jones et al. 2009,6.3,1436.6,23.1,1499.6,1576.2,Jones et al. 2009,,,,,,,,,,,,,,,,
Saguinus_midas,Cebidae,Saguinus,midas,9.78,9.98,Isler et al 2008,535.0,591.0,0.905,Isler et al 2008,,,,,,206.83,127,69.6,184.8,2.02,Jones et al. 2009,-0.17,1606.8,25.3,1441.5,1667.0,Jones et al. 2009,0.050,Jones et al. 2009,,,,,,,,0.991,Plavcan & Ruff 2008,,,,,
Saguinus_mystax,Cebidae,Saguinus,mystax,11.09,10.99,Isler et al 2008,629.3,538.0,1.170,Isler et al 2008,7,2.2,2,0.91,Garber et al. 2008,168.5,145,,240,1.93,Jones et al. 2009,-6.23,1948.5,25.6,1532.1,1569.1,Jones et al. 2009,0.210,Jones et al. 2009,1.85,Pontzer and Kamilar 2006,3.5777,,,,,,,25,29.6,27.2,4.7,Kamilar 2006
Saguinus_niger,Cebidae,Saguinus,niger,9.48,9.62,Isler et al 2008,380.0,370.0,1.027,Isler et al 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguinus_oedipus,Cebidae,Saguinus,oedipus,9.76,9.92,Isler et al 2008,416.6,445.1,0.936,Isler et al 2008,5.8,2.7,1.7,0.63,Garber et al. 2008,233.06,178,49.85,277.2,1.9,Jones et al. 2009,9.22,1202.9,26.3,1367.1,1586.1,Jones et al. 2009,0.060,Jones et al. 2009,1.9,Nunn et al. 2003,6.8742,,5,37,Nunn et al 2003,1.000,Plavcan 2001,,,,,
Saguinus_tripartitus,Cebidae,Saguinus,tripartitus,,,,,,,,5.5,2.5,1.5,0.60,Campbell et al 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saimiri_boliviensis,Cebidae,Saimiri,boliviensis,,,,1020.0,750.0,1.360,Isler et al 2008,60,,,,Kamilar 2006,,157.79,,363.6,1.02,Jones et al. 2009,-11.05,1715.0,24.3,1417.9,1535.0,Jones et al. 2009,,,,,,,,,,1.614,Plavcan & Ruff 2008,,,,,
Saimiri_oerstedii,Cebidae,Saimiri,oerstedii,25.07,25.52,Isler et al 2008,897.0,680.0,1.319,Isler et al 2008,55.3,10,8.9,0.89,Kamilar 2006,,161,362.93,,1.01,Jones et al. 2009,8.77,2280.0,26.6,1440.0,1755.0,Jones et al. 2009,0.100,Jones et al. 2009,3.4,Nunn et al. 2003,9.5285,,0,20,Nunn et al 2003,,,,,,13.9,Sussman et al. 2005
Saimiri_sciureus,Cebidae,Saimiri,sciureus,24.14,24.02,Isler et al 2008,855.0,742.5,1.152,Isler et al 2008,38,4.3,7.9,1.84,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,383.25,161,177.41,324,1,Jones et al. 2009,-0.64,1868.6,25.3,1461.1,1606.7,Jones et al. 2009,0.680,Jones et al. 2009,1.8,Nunn et al. 2003,1.9345,28,0,72,Nunn et al 2003,1.411,Plavcan 2001,,,,2.9,Sussman et al. 2005
Semnopithecus_entellus,Cercopithecidae,Semnopithecus,entellus,110.93,104.55,Isler et al 2008,18144.0,11340.0,1.600,Isler et al 2008,30.2,1.8,11.5,6.39,van Schaik et al. 1999; Kappeler and Pereira 2003; Nunn & van Schaik 2000,507.95,192,402.1,300,1.02,Jones et al. 2009,23.49,788.2,25.4,652.8,1435.8,Jones et al. 2009,1.300,Jones et al. 2009,0.5,Nunn et al. 2003,0.3886,52,51,2,Nunn et al 2003,2.058,Plavcan & Ruff 2008,25.70,13.10,41.80,7.40,Kamilar 2006
Symphalangus_syndactylus,Hylobatidae,Symphalangus,syndactylus,123.50,122.45,Isler et al 2008,11880.0,10710.0,1.109,Isler et al 2008,4,1,1,1.00,van Schaik et al. 1999; Nunn & van Schaik 2000,1003.75,231,635.38,456,1.02,Jones et al. 2009,0.14,2267.2,24.2,1676.5,1761.0,Jones et al. 2009,0.313,Campbell et al. 2007,0.75,Pontzer and Kamilar 2006,1.1890,44.2,42.4,9.4,Campbell et al. 2007,1.189,Plavcan & Ruff 2008,35.60,16.80,35.30,5.30,Kamilar 2006
Tarsius_bancanus,Tarsiidae,Tarsius,bancanus,3.16,3.17,Isler et al 2008,128.0,123.0,1.041,Isler et al 2008,,,,,,240.29,178,78.55,144,1,Jones et al. 2009,0.56,2563.9,24.7,1702.8,1734.7,Jones et al. 2009,0.040,Campbell et al. 2007,1.8,Pontzer and Kamilar 2006,7.9760,,,,,,,,,,,
Tarsius_dentatus,Tarsiidae,Tarsius,dentatus,,,,,,,,,,,,,,,,,1.01,Jones et al. 2009,-1.16,2059.9,18.6,1813.5,1927.3,Jones et al. 2009,0.004,Jones et al. 2009,,,,,,,,,,,,,,
